Dim1,Dim2,Label
9.919906,11.270999,ProtGPT2
12.520756,9.593793,ProtGPT2
8.515291,10.870342,ProtGPT2
10.975564,9.739038,ProtGPT2
10.878008,12.163266,ProtGPT2
9.813028,12.268173,ProtGPT2
10.791107,10.18089,ProtGPT2
11.044325,10.955246,ProtGPT2
11.163347,10.573593,ProtGPT2
9.214227,10.914462,ProtGPT2
9.60709,10.560411,ProtGPT2
12.146218,9.966156,ProtGPT2
9.703845,11.762236,ProtGPT2
10.971395,11.688722,ProtGPT2
10.206867,9.811895,ProtGPT2
11.248672,10.3771925,ProtGPT2
11.387585,9.691301,ProtGPT2
9.513586,11.097519,ProtGPT2
9.461021,11.504299,ProtGPT2
11.470957,9.733936,ProtGPT2
10.871191,9.703371,ProtGPT2
8.962607,10.981064,ProtGPT2
11.954088,10.389251,ProtGPT2
11.776919,10.063162,ProtGPT2
9.255165,10.983921,ProtGPT2
10.573178,10.085099,ProtGPT2
9.571744,11.367622,ProtGPT2
11.063301,10.554706,ProtGPT2
10.524849,9.710664,ProtGPT2
12.60269,9.2985735,ProtGPT2
10.365727,11.281853,ProtGPT2
7.869911,13.203181,ProtGPT2
6.5422826,13.110568,ProtGPT2
11.342548,9.237322,ProtGPT2
9.477872,11.989589,ProtGPT2
11.585973,10.794002,ProtGPT2
8.764726,11.290589,ProtGPT2
11.752576,9.401014,ProtGPT2
10.018995,11.816317,ProtGPT2
13.526443,9.07204,ProtGPT2
10.894934,11.925124,ProtGPT2
11.013563,10.055168,ProtGPT2
11.424729,10.0198,ProtGPT2
8.86651,11.195821,ProtGPT2
10.038877,9.803157,ProtGPT2
8.269897,13.548991,ProtGPT2
11.287507,9.473869,ProtGPT2
9.727106,12.697704,ProtGPT2
8.743081,10.828999,ProtGPT2
11.702948,10.376033,ProtGPT2
10.638885,11.658771,ProtGPT2
10.156813,9.951138,ProtGPT2
12.021856,9.969354,ProtGPT2
10.003665,12.089619,ProtGPT2
10.072143,10.573902,ProtGPT2
8.345939,13.166445,ProtGPT2
10.941757,11.961511,ProtGPT2
8.338525,12.236416,ProtGPT2
11.02156,11.129699,ProtGPT2
11.414747,9.58088,ProtGPT2
9.146069,11.366517,ProtGPT2
8.841545,12.855688,ProtGPT2
12.273143,8.35439,ProtGPT2
10.941107,12.418519,ProtGPT2
9.693131,11.167639,ProtGPT2
9.437661,11.212847,ProtGPT2
10.801286,12.114127,ProtGPT2
11.827113,9.948082,ProtGPT2
10.483345,11.554945,ProtGPT2
11.558735,10.876789,ProtGPT2
11.196714,10.404525,ProtGPT2
8.455775,11.414522,ProtGPT2
10.067129,11.850389,ProtGPT2
10.681158,11.383948,ProtGPT2
8.665879,11.270887,ProtGPT2
11.194165,12.081196,ProtGPT2
7.9303236,12.63349,ProtGPT2
9.566339,13.1945915,ProtGPT2
10.146855,9.798798,ProtGPT2
8.388444,11.738952,ProtGPT2
9.705602,12.238358,ProtGPT2
11.530284,9.100794,ProtGPT2
8.945291,13.927269,ProtGPT2
9.4089575,11.267737,ProtGPT2
8.680469,10.735643,ProtGPT2
10.012497,12.406906,ProtGPT2
7.6486955,11.157102,ProtGPT2
8.14986,11.332913,ProtGPT2
11.193233,10.698324,ProtGPT2
10.50042,11.574912,ProtGPT2
9.3273,10.796973,ProtGPT2
11.160567,12.267726,ProtGPT2
10.69362,10.788795,ProtGPT2
14.096418,9.202407,ProtGPT2
11.63132,10.159519,ProtGPT2
10.088913,11.036683,ProtGPT2
10.839069,11.756793,ProtGPT2
11.822504,9.747021,ProtGPT2
11.509555,10.590431,ProtGPT2
10.32185,11.801179,ProtGPT2
11.163266,9.898111,ProtGPT2
11.441979,10.210719,ProtGPT2
8.116986,13.309023,ProtGPT2
9.910543,11.549052,ProtGPT2
9.406808,11.348373,ProtGPT2
7.7426043,13.238633,ProtGPT2
11.651386,9.739378,ProtGPT2
11.415413,10.096928,ProtGPT2
9.094127,11.27424,ProtGPT2
11.8235035,10.347018,ProtGPT2
9.886392,12.968692,ProtGPT2
9.643937,12.211009,ProtGPT2
6.6020765,13.079873,ProtGPT2
10.490475,10.94301,ProtGPT2
8.328854,13.56379,ProtGPT2
7.465576,11.164275,ProtGPT2
12.022803,9.826565,ProtGPT2
8.938316,11.149795,ProtGPT2
9.831607,12.961766,ProtGPT2
11.703744,10.18694,ProtGPT2
10.968499,12.147826,ProtGPT2
10.698486,12.018421,ProtGPT2
8.2502575,13.760089,ProtGPT2
11.711151,9.7667885,ProtGPT2
10.892209,10.8821535,ProtGPT2
10.916682,9.859366,ProtGPT2
9.987751,12.994899,ProtGPT2
12.4499,9.757171,ProtGPT2
8.481332,13.513488,ProtGPT2
13.697505,10.995938,ProtGPT2
10.64601,11.317397,ProtGPT2
11.835884,10.163169,ProtGPT2
9.823612,10.94148,ProtGPT2
11.407719,9.647248,ProtGPT2
8.680003,11.14135,ProtGPT2
8.821544,10.83532,ProtGPT2
10.980102,11.915876,ProtGPT2
9.156882,11.6649885,ProtGPT2
9.430497,11.368522,ProtGPT2
11.423616,10.943869,ProtGPT2
11.036447,12.304546,ProtGPT2
9.030697,13.768243,ProtGPT2
11.013333,11.13833,ProtGPT2
11.402532,9.330533,ProtGPT2
8.126185,13.330875,ProtGPT2
11.264119,10.469844,ProtGPT2
7.8776636,13.055207,ProtGPT2
12.576351,8.410328,ProtGPT2
9.59992,10.961475,ProtGPT2
10.766437,11.558974,ProtGPT2
11.800114,10.583534,ProtGPT2
10.907289,11.405785,ProtGPT2
8.798969,11.390181,ProtGPT2
9.26072,12.911412,ProtGPT2
10.564456,11.876864,ProtGPT2
8.510427,11.609888,ProtGPT2
10.014643,9.727738,ProtGPT2
8.754407,11.40229,ProtGPT2
11.330634,10.329739,ProtGPT2
8.452217,10.74445,ProtGPT2
12.089384,8.692567,ProtGPT2
10.338959,10.968024,ProtGPT2
11.574203,10.714577,ProtGPT2
8.5005,13.07823,ProtGPT2
11.864649,9.794081,ProtGPT2
9.303761,11.987894,ProtGPT2
12.223753,9.590055,ProtGPT2
11.058734,10.056124,ProtGPT2
10.567858,12.170753,ProtGPT2
10.699425,12.253002,ProtGPT2
10.64605,12.104377,ProtGPT2
10.390161,12.223013,ProtGPT2
9.067907,11.151782,ProtGPT2
11.779382,10.225912,ProtGPT2
10.836108,12.331984,ProtGPT2
9.626039,10.029053,ProtGPT2
11.039055,10.410215,ProtGPT2
10.189964,11.918545,ProtGPT2
10.864032,10.519828,ProtGPT2
9.566275,13.402614,ProtGPT2
9.577737,10.830539,ProtGPT2
6.6234674,13.578004,ProtGPT2
9.7436285,11.800138,ProtGPT2
11.447047,9.921305,ProtGPT2
8.547491,13.659935,ProtGPT2
10.095028,11.836151,ProtGPT2
8.184459,10.851945,ProtGPT2
10.594718,11.700342,ProtGPT2
8.2308035,11.148106,ProtGPT2
10.2936945,9.866733,ProtGPT2
14.031118,10.785786,ProtGPT2
9.375055,11.396146,ProtGPT2
11.571355,9.650206,ProtGPT2
8.571988,10.917129,ProtGPT2
12.164923,9.187386,ProtGPT2
8.234312,11.406729,ProtGPT2
10.861013,12.237016,ProtGPT2
11.1100445,10.544898,ProtGPT2
7.813656,11.145618,ProtGPT2
12.901839,9.191524,ProtGPT2
11.73988,9.891613,ProtGPT2
11.253507,10.196261,ProtGPT2
8.426156,13.879,ProtGPT2
9.683141,11.675901,ProtGPT2
11.595621,9.7378,ProtGPT2
10.060564,9.77286,ProtGPT2
11.139892,9.448227,ProtGPT2
9.867264,12.725191,ProtGPT2
7.99904,11.237475,ProtGPT2
9.699031,12.172248,ProtGPT2
8.36426,11.484659,ProtGPT2
11.277533,9.826923,ProtGPT2
10.786297,10.782171,ProtGPT2
10.772534,12.272276,ProtGPT2
8.809087,11.421188,ProtGPT2
9.957094,12.101232,ProtGPT2
8.041383,11.467848,ProtGPT2
11.174264,9.571369,ProtGPT2
10.92681,11.758731,ProtGPT2
8.926944,13.840457,ProtGPT2
11.470561,10.389529,ProtGPT2
8.019159,12.18066,ProtGPT2
11.718209,9.763102,ProtGPT2
9.731662,11.624553,ProtGPT2
10.789255,11.73792,ProtGPT2
10.535803,10.2326565,ProtGPT2
11.500259,10.890885,ProtGPT2
8.136025,13.593654,ProtGPT2
11.645596,10.2056465,ProtGPT2
9.116183,11.202268,ProtGPT2
8.895174,11.418762,ProtGPT2
9.676363,13.085264,ProtGPT2
10.791954,9.595697,ProtGPT2
9.031832,13.945478,ProtGPT2
9.241055,13.774782,ProtGPT2
9.059416,13.032688,ProtGPT2
11.187445,10.300296,ProtGPT2
10.543605,12.114945,ProtGPT2
8.956588,13.93993,ProtGPT2
8.203904,12.714309,ProtGPT2
10.879215,10.935873,ProtGPT2
9.635761,13.449669,ProtGPT2
11.731654,10.429425,ProtGPT2
8.269765,11.164782,ProtGPT2
11.208738,11.795637,ProtGPT2
12.110171,10.019332,ProtGPT2
12.041628,9.608341,ProtGPT2
11.451696,9.465382,ProtGPT2
10.848712,10.799939,ProtGPT2
11.740099,10.424156,ProtGPT2
10.308615,11.081832,ProtGPT2
10.525913,10.562944,ProtGPT2
11.935036,9.5935955,ProtGPT2
3.6640074,11.849198,ProtGPT2
8.566563,11.184565,ProtGPT2
9.024316,13.883934,ProtGPT2
11.11721,10.020292,ProtGPT2
8.142409,12.128325,ProtGPT2
11.502901,11.012319,ProtGPT2
8.782627,12.894773,ProtGPT2
8.325697,13.829275,ProtGPT2
11.703227,9.688374,ProtGPT2
9.170802,10.941125,ProtGPT2
11.35864,10.0879135,ProtGPT2
9.547947,12.319116,ProtGPT2
11.412182,10.190238,ProtGPT2
11.72735,9.555653,ProtGPT2
10.697473,9.864546,ProtGPT2
11.110151,11.624156,ProtGPT2
9.942484,9.754662,ProtGPT2
8.648176,13.928103,ProtGPT2
11.178431,10.205404,ProtGPT2
9.959374,12.675864,ProtGPT2
9.143043,10.838672,ProtGPT2
8.249291,13.443306,ProtGPT2
10.982175,9.78672,ProtGPT2
11.633236,9.602696,ProtGPT2
11.378349,10.507151,ProtGPT2
11.680939,9.468533,ProtGPT2
12.287086,9.779287,ProtGPT2
10.603727,12.072463,ProtGPT2
13.182473,10.283891,ProtGPT2
12.469314,9.555284,ProtGPT2
13.042511,10.160019,ProtGPT2
11.6109915,10.559486,ProtGPT2
11.537821,10.424258,ProtGPT2
10.317393,10.121209,ProtGPT2
11.118603,11.48244,ProtGPT2
9.771556,12.422059,ProtGPT2
10.159832,11.347766,ProtGPT2
11.072804,10.402553,ProtGPT2
12.056093,10.155109,ProtGPT2
10.315237,11.648087,ProtGPT2
10.540243,12.462037,ProtGPT2
11.768764,9.533565,ProtGPT2
9.842653,11.424478,ProtGPT2
10.955612,11.992714,ProtGPT2
10.816964,10.417362,ProtGPT2
9.236676,11.223908,ProtGPT2
9.760412,12.245798,ProtGPT2
11.327824,10.151353,ProtGPT2
10.954498,12.303962,ProtGPT2
8.46248,11.268774,ProtGPT2
8.384423,13.133478,ProtGPT2
9.67602,12.694507,ProtGPT2
10.923635,11.897851,ProtGPT2
10.664025,12.271434,ProtGPT2
8.672292,11.319047,ProtGPT2
11.193152,12.1163845,ProtGPT2
3.794057,11.910593,ProtGPT2
10.769658,11.49772,ProtGPT2
9.7679825,10.315729,ProtGPT2
8.776118,12.104049,ProtGPT2
10.389762,11.449343,ProtGPT2
10.475367,10.994541,ProtGPT2
9.850035,9.905898,ProtGPT2
9.733183,13.079399,ProtGPT2
10.057527,9.881815,ProtGPT2
11.828304,10.147644,ProtGPT2
9.985674,11.186843,ProtGPT2
11.279477,9.967334,ProtGPT2
8.790664,10.864593,ProtGPT2
14.215728,9.189891,IPR035105
14.524246,9.273559,IPR035105
12.491653,6.4754257,IPR035105
15.608261,9.002669,IPR035105
14.381548,9.691651,IPR035105
11.676139,6.4291363,IPR035105
14.0758915,7.5863757,IPR035105
13.846786,10.74336,IPR035105
12.597377,6.3475204,IPR035105
12.099438,6.882458,IPR035105
16.512236,8.86651,IPR035105
14.102328,10.280013,IPR035105
13.755343,10.466008,IPR035105
11.847227,6.382848,IPR035105
14.224606,6.8637986,IPR035105
12.04417,7.232425,IPR035105
12.948677,8.3045,IPR035105
12.422661,6.0411463,IPR035105
13.029383,8.496632,IPR035105
14.062229,7.2489214,IPR035105
15.181193,9.245073,IPR035105
14.458402,7.0946436,IPR035105
14.804625,7.0413504,IPR035105
13.809638,8.0876255,IPR035105
14.149391,7.584159,IPR035105
9.12867,12.138816,IPR035105
13.533322,8.642733,IPR035105
14.636017,8.844676,IPR035105
12.144717,7.891035,IPR035105
14.819725,8.530306,IPR035105
13.011112,6.763587,IPR035105
12.643851,6.6616645,IPR035105
11.902246,6.705637,IPR035105
12.388208,6.2021303,IPR035105
13.278667,8.200935,IPR035105
14.249225,9.559752,IPR035105
14.759065,9.237545,IPR035105
13.639775,10.120993,IPR035105
13.947607,8.028317,IPR035105
15.380986,9.348578,IPR035105
14.764743,6.7823687,IPR035105
14.035106,10.610251,IPR035105
15.187873,8.411217,IPR035105
14.7972555,7.160959,IPR035105
13.891702,8.975767,IPR035105
14.486087,7.042867,IPR035105
14.586351,7.604852,IPR035105
11.882844,5.642721,IPR035105
12.012702,6.848165,IPR035105
12.931177,8.885491,IPR035105
9.518669,12.492771,IPR035105
14.036394,10.926407,IPR035105
16.390692,8.813612,IPR035105
13.827289,10.306038,IPR035105
13.939713,8.447494,IPR035105
15.378522,8.9239,IPR035105
15.294181,9.421932,IPR035105
14.048649,7.652318,IPR035105
15.224048,8.915452,IPR035105
14.298768,9.543323,IPR035105
10.808328,11.280849,IPR035105
12.166554,5.855174,IPR035105
15.408615,9.031375,IPR035105
13.483545,6.892603,IPR035105
12.077741,6.669911,IPR035105
14.210219,7.521886,IPR035105
14.722773,9.535096,IPR035105
12.185919,5.240622,IPR035105
12.111848,5.6361365,IPR035105
14.855963,9.357431,IPR035105
14.512666,9.385949,IPR035105
11.62881,6.414415,IPR035105
13.849648,7.746979,IPR035105
12.398805,6.1362453,IPR035105
15.12857,9.199162,IPR035105
14.332912,7.5600567,IPR035105
14.937031,6.9298387,IPR035105
15.230961,8.6572,IPR035105
16.50254,8.726301,IPR035105
14.101926,8.842042,IPR035105
14.891517,6.8798923,IPR035105
14.405613,7.4354095,IPR035105
13.632683,8.99286,IPR035105
14.726438,6.950929,IPR035105
14.081573,10.973598,IPR035105
12.214131,7.564321,IPR035105
13.899489,10.618665,IPR035105
15.343211,9.343065,IPR035105
12.359232,7.4761567,IPR035105
14.136981,9.423633,IPR035105
13.042062,8.437008,IPR035105
14.878446,8.757714,IPR035105
15.17493,8.760998,IPR035105
16.164557,8.703593,IPR035105
11.897261,6.6097784,IPR035105
15.376672,9.408213,IPR035105
15.192822,9.135033,IPR035105
13.972581,8.037374,IPR035105
13.433873,7.837378,IPR035105
14.977502,9.177097,IPR035105
14.547549,8.856244,IPR035105
14.414462,8.963803,IPR035105
12.159157,5.946941,IPR035105
14.443354,8.118552,IPR035105
14.675214,8.455919,IPR035105
14.173198,9.272535,IPR035105
14.495403,7.5062804,IPR035105
15.32307,8.678148,IPR035105
14.893143,9.503172,IPR035105
14.533945,8.309214,IPR035105
12.1985445,7.7656856,IPR035105
13.214769,8.446083,IPR035105
13.657268,8.379066,IPR035105
15.151427,9.278763,IPR035105
14.446543,8.624089,IPR035105
12.277671,5.2710433,IPR035105
14.343172,10.1078825,IPR035105
11.666518,6.6236887,IPR035105
15.131706,8.756169,IPR035105
11.865252,6.395546,IPR035105
14.786464,9.434276,IPR035105
15.384038,9.275889,IPR035105
15.398061,8.79272,IPR035105
14.738511,6.824457,IPR035105
13.015688,8.280586,IPR035105
12.114744,7.6067057,IPR035105
12.577479,6.1925764,IPR035105
14.856037,7.2612906,IPR035105
14.694906,9.13249,IPR035105
13.169732,9.2559595,IPR035105
16.470222,8.826096,IPR035105
12.226021,9.3498955,IPR035105
14.50257,9.654891,IPR035105
15.14613,9.109215,IPR035105
11.765511,6.850969,IPR035105
9.053056,13.784122,IPR035105
13.925358,8.707477,IPR035105
14.1088085,10.996438,IPR035105
14.591703,8.410102,IPR035105
12.070752,7.467482,IPR035105
11.933216,8.490831,IPR035105
14.498458,9.411028,IPR035105
14.076432,8.582223,IPR035105
13.287048,8.570876,IPR035105
14.60762,8.355975,IPR035105
14.979319,9.0669155,IPR035105
13.66686,9.394388,IPR035105
12.900902,8.328229,IPR035105
14.23408,8.838212,IPR035105
12.374442,5.544639,IPR035105
14.286682,8.696569,IPR035105
11.892915,6.8958306,IPR035105
11.907341,9.796005,IPR035105
12.309868,7.752724,IPR035105
11.978746,6.4331365,IPR035105
14.941727,9.482666,IPR035105
14.659552,6.830612,IPR035105
14.47505,8.812915,IPR035105
13.431274,9.116301,IPR035105
15.389547,9.14656,IPR035105
14.276987,9.09251,IPR035105
14.456085,7.403876,IPR035105
12.536501,5.9140825,IPR035105
11.753177,6.441932,IPR035105
12.942409,8.350389,IPR035105
14.374227,9.434333,IPR035105
14.463077,7.3014145,IPR035105
11.652925,6.5837164,IPR035105
12.635426,6.0348206,IPR035105
11.88982,6.1346765,IPR035105
15.071906,9.527324,IPR035105
11.806308,5.7575874,IPR035105
12.140938,7.9219303,IPR035105
14.175413,6.9575095,IPR035105
14.996586,8.859701,IPR035105
14.632965,7.0000076,IPR035105
14.038897,9.58822,IPR035105
15.009184,8.317416,IPR035105
13.994981,7.4978585,IPR035105
13.3979025,9.306829,IPR035105
14.145572,10.485746,IPR035105
14.26555,8.591855,IPR035105
15.295692,9.358589,IPR035105
14.225513,7.568679,IPR035105
14.283728,8.889939,IPR035105
10.969918,10.850475,IPR035105
15.086714,9.206738,IPR035105
12.158627,6.638284,IPR035105
12.52917,6.294617,IPR035105
13.977361,10.986645,IPR035105
13.992812,10.890586,IPR035105
13.952185,8.145755,IPR035105
14.191399,7.5481,IPR035105
13.4152775,7.9195795,IPR035105
14.642501,6.9038305,IPR035105
13.526786,8.927962,IPR035105
13.844055,8.483976,IPR035105
14.24638,8.541203,IPR035105
14.220754,6.9309583,IPR035105
14.153012,9.643451,IPR035105
14.647143,8.017051,IPR035105
11.832726,6.922178,IPR035105
12.107769,6.1323576,IPR035105
12.887232,8.330947,IPR035105
14.566973,6.8886466,IPR035105
13.435467,7.5071435,IPR035105
15.344825,8.95396,IPR035105
13.737217,8.698091,IPR035105
13.394034,9.145115,IPR035105
15.02372,7.17338,IPR035105
15.069801,8.181097,IPR035105
14.064018,11.09898,IPR035105
12.148861,7.8132358,IPR035105
13.033493,7.4596663,IPR035105
15.228649,8.800521,IPR035105
14.938046,6.976702,IPR035105
12.418403,6.1113453,IPR035105
14.379598,7.415155,IPR035105
14.3498535,8.4019575,IPR035105
13.622132,7.2130737,IPR035105
14.086664,10.91501,IPR035105
9.648368,12.734365,IPR035105
12.39109,6.3840857,IPR035105
15.099416,8.244373,IPR035105
15.098551,9.653646,IPR035105
14.151062,8.813371,IPR035105
11.952227,5.583259,IPR035105
16.359873,8.872212,IPR035105
9.086338,12.521634,IPR035105
12.349159,6.0180154,IPR035105
14.750924,8.582802,IPR035105
15.253768,8.389423,IPR035105
14.350115,9.6600895,IPR035105
12.335515,8.16354,IPR035105
13.993345,8.432535,IPR035105
14.903729,8.777697,IPR035105
13.825559,8.02525,IPR035105
12.6801405,6.1825075,IPR035105
14.902765,8.864505,IPR035105
11.994783,5.5121613,IPR035105
13.745175,10.40029,IPR035105
12.087673,6.44176,IPR035105
9.221954,13.042104,IPR035105
13.927531,10.678012,IPR035105
15.244581,9.493467,IPR035105
13.077825,7.7605553,IPR035105
14.414312,7.5150647,IPR035105
11.918026,5.5794544,IPR035105
13.913916,7.730725,IPR035105
13.929146,10.322927,IPR035105
14.021196,10.914814,IPR035105
13.9935055,7.677007,IPR035105
15.405562,8.829454,IPR035105
12.4637785,6.6092124,IPR035105
11.688917,6.3109674,IPR035105
14.034822,10.897201,IPR035105
14.600845,7.429918,IPR035105
12.437513,6.2809987,IPR035105
13.749003,8.543305,IPR035105
14.038778,10.763102,IPR035105
13.683852,8.915383,IPR035105
15.1946335,8.771794,IPR035105
13.3828945,8.939109,IPR035105
14.844652,6.972929,IPR035105
14.769939,9.509749,IPR035105
13.365434,8.032582,IPR035105
14.709937,8.311777,IPR035105
11.81746,6.533564,IPR035105
8.9970255,13.848387,IPR035105
11.64117,6.6713743,IPR035105
11.606463,6.6536894,IPR035105
14.074902,7.644316,IPR035105
12.192868,6.001911,IPR035105
13.964171,7.083584,IPR035105
13.997722,8.807816,IPR035105
13.227582,9.585708,IPR035105
12.479167,6.0982122,IPR035105
15.196332,8.213347,IPR035105
14.462739,9.1077585,IPR035105
11.366401,10.964243,IPR035105
15.108616,9.374706,IPR035105
15.419066,8.825046,IPR035105
14.868819,6.862924,IPR035105
14.813131,9.043014,IPR035105
14.057312,11.090042,IPR035105
14.161484,11.171505,IPR035105
14.6882925,8.928901,IPR035105
16.285221,8.7155905,IPR035105
11.687713,6.7407336,IPR035105
13.043662,7.3296895,IPR035105
11.7930765,6.563981,IPR035105
12.396579,8.329329,IPR035105
15.050666,9.465922,IPR035105
14.6934,8.815372,IPR035105
12.101981,10.174668,IPR035105
12.641629,6.654895,IPR035105
12.078205,8.076974,IPR035105
16.415165,8.777298,IPR035105
14.516995,7.2726693,IPR035105
15.018431,8.060606,IPR035105
13.9444895,10.863905,IPR035105
